,id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,clean_ingredients,ingredient_count,timeMins,imageURL
133,Creamy-macaroni-and-cheese-368517,creamy macaroni and cheese,5.0,2400.0,"[Main Dishes, Side Dishes]","[American, Kid-Friendly]","[elbow macaroni, salt, butter, flour, milk, monterey jack, cheddar cheese]","['elbow macaroni', 'salt', 'butter', 'flmy', 'milk', 'monterey jack', 'dar cheese']",7,40.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.EXCzjes9tBqqFUPkW09LcwHaLH%26pid%3DApi&f=1&ipt=835eba9f97c1b40e9fef6245fb99fe472d1d4aa46764ca7bf39aca22780d5cd7&ipo=images
134,Easy-Chicken-Pot-Pie-MyRecipes-211512,easy chicken pot pie,4.0,4200.0,[Main Dishes],[American],"[refrigerated piecrusts, chicken, mixed vegetables, cream of chicken soup, celery flakes, pepper, poultry seasoning]","['piecrust', 'chicken', 'vegetable', 'cream chicken soup', 'celery flake', 'pepper', 'poultry seasoning']",7,70.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.h4IJEb1Uvc7bOnMsrBSRZAHaLH%26pid%3DApi&f=1&ipt=a19bc50a407a52aed53dfaaeb44bae30b394036f2d458419444b4d75b2a92ebf&ipo=images
135,Marmalade--and-Ginger-glazed-Sweet-Potatoes-1374381,marmalade- and ginger-glazed sweet potatoes,3.0,5100.0,[Side Dishes],[American],"[sweet potatoes, orange, orange marmalade, brandy, butter, crystallized ginger, salt]","['sweet potato', 'orange', 'orange marmalade', 'brandy', 'butter', 'ginger', 'salt']",7,85.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.IfyP6ipc9TpyNAsTPnBK_gHaFj%26pid%3DApi&f=1&ipt=99f1029ff20eea1f1dd302c898f9ba9384774c6136851ed990be6da0dcc4783b&ipo=images
136,Smoky-Paprika-BBQ-Potato-Chips-513498,smoky paprika bbq potato chips,5.0,1200.0,,[American],"[potato chips, turbinado, sea salt, paprika, garlic powder]","['potato chip', 'turbinado', 'sea salt', 'paprika', 'garlic powder']",5,20.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.ICQ4ssDXy69SfhGKvVitAgHaI4%26pid%3DApi&f=1&ipt=a0ff58fda380d33ee31339054275706c2378891e27f62a91bdec9cfe73f3b3c2&ipo=images
137,Garlic-Fries-457681,garlic fries,5.0,,"[Appetizers, Lunch and Snacks, Side Dishes]",[American],"[baking potatoes, vegetable oil, salt, garlic cloves, flat leaf parsley]","['baking potato', 'vegetable oil', 'salt', 'garlic clove', 'flat leaf parsley']",5,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.8p2y0k1MGyWwTK2sR4n6fgHaLH%26pid%3DApi&f=1&ipt=0ec0de3d7e3eea1bffc0cb25d64be00e01d61960a0912c5a9a3a4ea4edc55162&ipo=images
138,Grapefruit-sorbet-333226,grapefruit sorbet,5.0,28800.0,[Desserts],[American],"[grapefruit juice, granulated sugar]","['grapefruit juice', 'sugar']",2,480.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.0kHjBIMCNsd0_C9Zv5CADQHaKs%26pid%3DApi&f=1&ipt=b750a22a07dcedd78c1447958b6d3ae65a2ad3e497831434b23896cfdb6a3a51&ipo=images
139,Strawberry-mango-basil-salsa-333727,strawberry mango basil salsa,5.0,3000.0,[Condiments and Sauces],[American],"[mango, strawberries, purple onion, fresh basil leaves, lemon juice, sea salt, black pepper]","['mango', 'strawberry', 'purple onion', 'basil leaf', 'lemon juice', 'sea salt', 'black pepper']",7,50.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.4GWdt4eFceRGzKEEdQMVcwHaKl%26pid%3DApi&f=1&ipt=2e75634c1ad90fb72bcdf35320ea44d59408cc5029af9d90fa389ab20d2cc04e&ipo=images
140,Jambalaya-with-White-Quinoa-1368921,jambalaya with white quinoa,4.0,3900.0,[Main Dishes],[Cajun & Creole],"[andouille sausage, onions, green bell pepper, red bell pepper, celery, diced tomatoes, chicken stock, dried oregano, dried thyme, cajun seasoning, hot sauce, worcestershire sauce, bay leaves, kosher salt, ground pepper, shrimp, quinoa]","['andouille sausage', 'onion', 'bell pepper', 'bell pepper', 'celery', 'tomato', 'chicken stock', 'oregano', 'thyme', 'cajun seasoning', 'hot sauce', 'worcestershire sauce', 'bay leaf', 'kosher salt', 'pepper', 'shrimp', 'quinoa']",17,65.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.gSRAJniSIkUhiDMNQfv9PQHaKc%26pid%3DApi&f=1&ipt=d7c7fd899c840fc90151c56438eadfb9099afac6eded1e73f016c80f96a55879&ipo=images
141,Apple-Cider-Vinaigrette-513655,apple cider vinaigrette,5.0,300.0,[Salads],[American],"[apple juice, apple cider vinegar, kosher salt, cracked black pepper, extra-virgin olive oil]","['apple juice', 'apple cider vinegar', 'kosher salt', 'black pepper', 'extra virgin olive oil']",5,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.G_d8JYfCix7lOanwsB-k8AHaLH%26pid%3DApi&f=1&ipt=e89082518b50b2fd54367868225388e77120aa445c2606ccfd5acbfdf1003b04&ipo=images
142,Kentucky-hot-brown-bake-365176,kentucky hot brown bake,5.0,900.0,[Main Dishes],"[American, Southern & Soul Food]","[refrigerated crescent rolls, meat, cooked bacon, swiss cheese, roma tomatoes, eggs]","['crescent roll', 'meat', 'bacon', 'swiss cheese', 'roma tomato', 'egg']",6,15.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.e3wMkL61BJ3CeB41Es1A2wHaHa%26pid%3DApi&f=1&ipt=1e9caba9a914f3c99e4a73eb5df20ece8e0263a62e34199bb97aa0ebaedfabfc&ipo=images
143,Orange-Banana-Smoothie-Allrecipes,orange banana smoothie,4.0,300.0,[Beverages],[American],"[cold milk, orange, bananas, sugar, salt, fat free yogurt, ice]","['cold milk', 'orange', 'banana', 'sugar', 'salt', 'fat free yogurt', 'ice']",7,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.JXDGF_8If6blyNf2bNzipQHaJ4%26pid%3DApi&f=1&ipt=d59dba3c513be2c23eec925e274d69e843b5b55dc6b115203dcf1f71eaf82aa9&ipo=images
144,All_purpose-Rub-For-Meat-Allrecipes,all-purpose rub for meat,4.0,300.0,,"[Barbecue, American]","[white sugar, salt, paprika, mustard powder, ground black pepper, dried oregano, dried thyme]","['white sugar', 'salt', 'paprika', 'mustard powder', 'black pepper', 'oregano', 'thyme']",7,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.huvuuFkbkCs3BLfdX8gWogHaFj%26pid%3DApi&f=1&ipt=50aec0d5478f5fe0828ee663dbfd5e9841a1f8f0b730d3ad9bee184996d3c90d&ipo=images
145,Broccolini-salad-308618,broccolini salad,5.0,1500.0,[Salads],[American],"[baby broccoli, scallions, pepper, extra-virgin olive oil, salt, croutons, fresh lemon juice, sliced almonds, chees fresh mozzarella]","['baby broccoli', 'scallion', 'pepper', 'extra virgin olive oil', 'salt', 'crouton', 'lemon juice', 'almond', 'chee mozzarella']",9,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.PTEhy_ZpogFztZQsTSmIogHaLH%26pid%3DApi&f=1&ipt=551a9f6e02f4fdd3397c6a454f16a571dd8a8985fe88c2d6a13c7f2362f13faf&ipo=images
146,Chipotle-Dry-Rub-AllRecipes,chipotle dry rub,5.0,300.0,,"[American, Mexican]","[brown sugar, chipotle peppers, paprika, mustard powder, ground cumin, salt]","['brown sugar', 'chipotle pepper', 'paprika', 'mustard powder', 'cumin', 'salt']",6,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.eeVRamh3klEal_EgUP6QHQHaHa%26pid%3DApi&f=1&ipt=c5114867333ea9925b29227af7a1b9fd596486464a7fca4667a0eeee5522c5e1&ipo=images
147,Grilled-zucchini-and-tomato-salad-352591,grilled zucchini and tomato salad,5.0,1500.0,,[American],"[zucchini, tomatoes, cooking spray, kosher salt, ground black pepper, fresh parsley]","['zucchini', 'tomato', 'cooking spray', 'kosher salt', 'black pepper', 'parsley']",6,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.CeIYuMjTdivkxE84XHBu4QHaJI%26pid%3DApi&f=1&ipt=050c23ecb611aa30bef8cfe8d0bae7fb136239c14309909fccd935e3b7b40e8d&ipo=images
148,Cauliflower-Puree-Martha-Stewart-259686,cauliflower puree,3.0,2400.0,[Side Dishes],[American],"[cauliflower, coarse salt, ground pepper, low sodium chicken broth, extra-virgin olive oil]","['cauliflower', 'coarse salt', 'pepper', 'low sodium chicken broth', 'extra virgin olive oil']",5,40.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.T1frM0omJDqWLXlAPPqgzgHaI-%26pid%3DApi&f=1&ipt=8b7ac59cc7e6490cba1ea9f47f92b2ee21cd54fadca56d84a5ee71272974a1e5&ipo=images
149,Twice_Baked-Potatoes-Martha-Stewart_1,twice-baked potatoes,4.0,7200.0,"[Lunch and Snacks, Side Dishes]",[American],"[russet potatoes, milk, unsalted butter, sour cream, sharp cheddar cheese, freshly ground pepper, coarse salt, chopped fresh chives]","['russet potato', 'milk', 'butter', 'smy cream', 'dar cheese', 'pepper', 'coarse salt', 'chive']",8,120.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.7ieGEnCsQfXdFSOSst8I7gHaLH%26pid%3DApi&f=1&ipt=444ec6058dfb03d301989ffc0534cb5026208a6a0fae5c87e810cd729f7e162a&ipo=images
150,Parker-House-Rolls-Martha-Stewart-238734,parker house rolls,5.0,10200.0,[Breads],[American],"[whole milk, active dry yeast, all-purpose flour, unsalted butter, coarse salt, sugar, nonstick spray]","['milk', 'active dry yeast', 'all purpose flmy', 'butter', 'coarse salt', 'sugar', 'nonstick spray']",7,170.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.RHaRAe-M5UuUh_KTOpKKrQHaJS%26pid%3DApi&f=1&ipt=9d0ec171a7b5defca68639e379ebbd2e5fb836691846ab0ff975abfb1abe04ee&ipo=images
151,Strawberry-lemonade-368973,strawberry lemonade,5.0,1500.0,[Beverages],"[American, Southern & Soul Food]","[sugar, water, lemon, strawberries, fresh lemon juice, ice cubes]","['sugar', 'water', 'lemon', 'strawberry', 'lemon juice', 'ice cube']",6,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.4zNEt-QmguY72vtOwp-k1wHaLH%26pid%3DApi&f=1&ipt=c63b9b1b2c6d76c6a3face3a05b4ba611aec695b9f180bec83080eb6095075fd&ipo=images
152,Vanilla-Pound-Cake-Martha-Stewart,vanilla pound cake,4.0,4500.0,[Desserts],[American],"[unsalted butter, all-purpose flour, sugar, large eggs, pure vanilla extract, salt]","['butter', 'all purpose flmy', 'sugar', 'egg', 'pure vanilla extract', 'salt']",6,75.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.odYJOnMD_ae67Tcvo77nEAHaLH%26pid%3DApi&f=1&ipt=5526b3849bbee602a71c09584cc9541f5ff8f0fd83f2bb95060d717b73351182&ipo=images
153,Homemade-cajun-french-fries-334991,homemade cajun french fries,5.0,,,"[American, Kid-Friendly]","[oil, cajun seasoning, smoked paprika, kosher salt, ground black pepper, garlic powder, dried oregano, russet potatoes, water, cold water, granulated sugar]","['oil', 'cajun seasoning', 'paprika', 'kosher salt', 'black pepper', 'garlic powder', 'oregano', 'russet potato', 'water', 'cold water', 'sugar']",11,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.cOrNAR9JW-_U-sVdWqcH6gHaHa%26pid%3DApi&f=1&ipt=4c70676556f2568b171acb377eb786edac6b0bced8105ec97cc9f910307a1bef&ipo=images
154,Slow-Roasted-Tomato-BLT-Closet-Cooking-54887,slow roasted tomato blt,5.0,,,[American],"[bread, lettuce, roma tomatoes, bacon, pesto, mayonnaise, plum tomatoes, olive oil, thyme, pepper, salt]","['bread', 'lettuce', 'roma tomato', 'bacon', 'pesto', 'mayonnaise', 'plum tomato', 'olive oil', 'thyme', 'pepper', 'salt']",11,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.KWqJOh5tCB8_SFCPtyY0uwAAAA%26pid%3DApi&f=1&ipt=e4510b100a7e20a82fb6931132ccf3a99a6506e1c81da0732c289cba0f6c44ad&ipo=images
155,Classic-Pound-Cake-Martha-Stewart_1,classic pound cake,4.0,5100.0,[Desserts],[American],"[unsalted butter, all-purpose flour, salt, granulated sugar, pure vanilla extract, large eggs]","['butter', 'all purpose flmy', 'salt', 'sugar', 'pure vanilla extract', 'egg']",6,85.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.8_ORPUaLzUFSkgdOQU9LawHaHa%26pid%3DApi&f=1&ipt=9c04d4c03d7d7f00a7c8732e74e066da1da4aeca3f083337fbecd204fcca0bd2&ipo=images
156,Waldorf-Salad-482080,waldorf salad,4.0,900.0,"[Lunch and Snacks, Salads, Side Dishes]",[American],"[apples, red grape, chopped celery, chopped walnuts, lemon juice, mayonnaise, lettuce]","['apple', 'grape', 'celery', 'walnut', 'lemon juice', 'mayonnaise', 'lettuce']",7,15.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.xlcMdpXQpuOhmCE3zrgyAQHaLH%26pid%3DApi&f=1&ipt=a0342ecdf47d7595dae42d6606fc18511ee7c5c14a8b07d925ff7c1aaba6fcf7&ipo=images
157,Strawberry-Hemp-Granola-Naturally-Ella-46510,strawberry hemp granola,5.0,4500.0,[Breakfast and Brunch],[American],"[oats, hemp seeds, honey, sunflower oil, orange juice, vanilla, dried strawberries]","['oat', '', 'honey', 'sunflower oil', 'orange juice', 'vanilla', 'strawberry']",7,75.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.yKxR0o4rGtt85eHNZ6RECQHaLG%26pid%3DApi&f=1&ipt=28cf2d9f43cc30805bd180423f398ff1a700fcbcb20c93ea03fb3da1c64f7e95&ipo=images
158,Peach-Cobbler-TasteOfHome,peach cobbler,4.0,2400.0,[Desserts],"[American, Southern & Soul Food]","[butter, peaches, sugar, all-purpose flour, milk, baking powder, salt]","['butter', 'peach', 'sugar', 'all purpose flmy', 'milk', 'baking powder', 'salt']",7,40.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.03G30RM0Emv3cSlyZV09oQHaFS%26pid%3DApi&f=1&ipt=8cd56ab827e84567ac1b38d7c78abc76fd3b6e53bf255ed1365edbdd507d66e0&ipo=images
159,Chocolate_Raspberry-Tart-Martha-Stewart,chocolate-raspberry tart,4.0,3600.0,[Desserts],[American],"[chocolate wafer cookies, sugar, coarse salt, unsalted butter, semi-sweet chocolate morsels, heavy cream, fresh raspberries]","['chocolate wafer cookie', 'sugar', 'coarse salt', 'butter', 'semi sweet chocolate morsel', 'heavy cream', 'raspberry']",7,60.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.VuPJOJvOrXspIeDeifZ0GgHaLG%26pid%3DApi&f=1&ipt=0653c4f869757eb09955571f4dbf9942646107f6a9ef85f349b1d76f83b0e31d&ipo=images
160,Honey-Glazed-Chicken-Martha-Stewart-195421,honey-glazed chicken,5.0,1800.0,[Main Dishes],"[Barbecue, American]","[honey, balsamic vinegar, dried thyme, coarse salt, ground pepper, chicken]","['honey', 'balsamic vinegar', 'thyme', 'coarse salt', 'pepper', 'chicken']",6,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.FSCVH21ApRL74ETL-2A6BAHaKQ%26pid%3DApi&f=1&ipt=0b357abb8eac5ce2b111f9ebcace2c661ace350e8ff371d67290dc3145e9ff12&ipo=images
161,Mint-Lemonade-Martha-Stewart,mint lemonade,5.0,1800.0,[Beverages],[American],"[sugar, ice cubes, lemon juice, mint, lemon]","['sugar', 'ice cube', 'lemon juice', 'mint', 'lemon']",5,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.sM5xKLm1eOACc5q4qeCfgQHaJ4%26pid%3DApi&f=1&ipt=035b4c0b2903d94ac584010038a918655da2f34176c11547634edd8286e9884e&ipo=images
162,Beef-barley-soup-352595,beef barley soup,5.0,,[Soups],[American],"[oil, meat, carrots, onions, chopped celery, garlic, water, kosher salt, bay leaves, barley, ground black pepper]","['oil', 'meat', 'carrot', 'onion', 'celery', 'garlic', 'water', 'kosher salt', 'bay leaf', 'barley', 'black pepper']",11,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.FiSvadnweXgDF8-8S6m9-wHaKn%26pid%3DApi&f=1&ipt=74d8eb31bf60aa6c75d359653dde0b7e1691b1880f89606c647c20f3ac16357a&ipo=images
163,Chocolate-Thumbprints-Martha-Stewart,chocolate thumbprints,4.0,3000.0,"[Lunch and Snacks, Desserts]",[American],"[unsalted butter, confectioners sugar, salt, pure vanilla extract, all-purpose flour, semisweet chocolate, light corn syrup]","['butter', 'confectioner sugar', 'salt', 'pure vanilla extract', 'all purpose flmy', 'semisweet chocolate', 'light corn syrup']",7,50.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.XZdEojW4xrhtydgWa3xJwwHaLH%26pid%3DApi&f=1&ipt=61485c4934b472c05b74e05514936b574276c5b79a421f5575cebca2bb5ca89f&ipo=images
164,Lobster-Roll-471886,lobster roll,5.0,900.0,[Lunch and Snacks],[American],"[lobster, mayonnaise low fat, sea salt, pepper, grated lemon zest, lemon juice, hot dog rolls]","['lobster', 'mayonnaise low fat', 'sea salt', 'pepper', 'lemon zest', 'lemon juice', 'hot dog roll']",7,15.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.YNVCoDubxwZz-k2nM9surwHaKL%26pid%3DApi&f=1&ipt=e21fd163b56cae25debc77c37a033c1860d2dda626720e980eb7bde0e8ab2385&ipo=images
165,Mustard_Glazed-Salmon-Martha-Stewart_1,mustard-glazed salmon,3.0,900.0,[Main Dishes],[American],"[olive oil, dijon mustard, fresh lemon juice, pepper, salt, salmon fillets, fresh dill]","['olive oil', 'dijon mustard', 'lemon juice', 'pepper', 'salt', 'salmon fillet', 'dill']",7,15.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.dYKC4OSoNlehbynZ6saHSAHaFj%26pid%3DApi&f=1&ipt=8882b0752a157ce79a2b8daabd5dcad378e5c2a5716a9015c7c97a896bfbda8d&ipo=images
166,Mushroom-Gravy-Martha-Stewart-190560,mushroom gravy,4.0,3600.0,[Condiments and Sauces],[American],"[mushrooms, unsalted butter, shallots, marsala wine, all-purpose flour, fresh thyme leaves]","['mushroom', 'butter', 'shallot', 'marsala wine', 'all purpose flmy', 'thyme leaf']",6,60.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.HkZpfc6RBfs9xvOelg6vBgHaLH%26pid%3DApi&f=1&ipt=e9cf8fd94c39b1cc3be4bd9fae2183a4185f6e82400e336b491c131e53b4706b&ipo=images
167,Sour-Cream-Cheesecake-461491,sour cream cheesecake,4.0,43200.0,[Desserts],[American],"[graham cracker crumbs, butter, sugar, eggs, cream cheese, salt, vanilla, daisy sour cream]","['graham cracker crumb', 'butter', 'sugar', 'egg', 'cream cheese', 'salt', 'vanilla', 'daisy smy cream']",8,720.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.3Hrqapeh2AQUg4y4cxSaVgHaHa%26pid%3DApi&f=1&ipt=63dcadb784de4966ee7cfd1207148f618f024c12b36c9ddb54677fa7f6492a32&ipo=images
168,Sliced-tomato_-olive-and-goat-cheese-salad-with-onion-caper-vinaigrette-309989,"sliced tomato, olive, and goat cheese salad with onion-caper vinaigrette",5.0,,[Salads],[American],"[vine ripened tomatoes, kalamata, cheese, balsamic vinegar, extra-virgin olive oil, capers, purple onion]","['tomato', 'kalamatum', 'cheese', 'balsamic vinegar', 'extra virgin olive oil', 'caper', 'purple onion']",7,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.RNYA4ypwYe1F5WC0lL88ygHaLU%26pid%3DApi&f=1&ipt=d2c051407b8334ffaf0f899ea2f82d85e2dd1cfbe5ac14c3abb955a158759a84&ipo=images
169,Popovers-Allrecipes,popovers,5.0,3000.0,"[Breakfast and Brunch, Breads]",[American],"[eggs, all-purpose flour, milk, salt]","['egg', 'all purpose flmy', 'milk', 'salt']",4,50.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.eDDTsA6tPwJlo7dA-u-vBwHaLH%26pid%3DApi&f=1&ipt=7d42020a064106aa3d760c77b25693d507de1ae32e55e171f09f41fe65622e68&ipo=images
170,Honey-Balsamic-Vinaigrette-Martha-Stewart-196569,honey-balsamic vinaigrette,4.0,600.0,[Salads],[American],"[balsamic vinegar, honey, dijon mustard, extra-virgin olive oil, coarse salt, ground pepper]","['balsamic vinegar', 'honey', 'dijon mustard', 'extra virgin olive oil', 'coarse salt', 'pepper']",6,10.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Rb58vH1CJmiEAwkGtP1MDwHaLH%26pid%3DApi&f=1&ipt=d35e8fe2cf400089a7e071f3b998a5f38bc53998404c0c8410fa29a15ab9badf&ipo=images
171,Jerk-Seasoning-Martha-Stewart,jerk seasoning,4.0,1500.0,,[American],"[dried thyme, sugar, allspice, coarse salt, cayenne pepper, ground pepper]","['thyme', 'sugar', 'allspice', 'coarse salt', 'cayenne pepper', 'pepper']",6,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.hZAuWkW7j6At75bpJhtvBgHaHa%26pid%3DApi&f=1&ipt=ffdf2c058ef60f4793dafbbb0579ad25216dbfb39d75ad16c80aac134b9792cd&ipo=images
172,Blueberry-crisp-304344,blueberry crisp,4.0,2280.0,[Desserts],[American],"[fresh blueberries, all-purpose flour, firmly packed light brown sugar, quick-cooking oats, ground cinnamon, hellmann' or best food real mayonnais]","['blueberry', 'all purpose flmy', 'light brown sugar', 'quick cooking oat', 'cinnamon', 'hellmann best food real mayonnai']",6,38.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.RsY2ez6pb1rvCaRjZ7NqcwHaLH%26pid%3DApi&f=1&ipt=5d3dbe2276a92051b4150551c43f9c98accc58467747b06887b99c63eb04522e&ipo=images
173,Simple-Syrup-Martha-Stewart,simple syrup,4.0,1800.0,"[Condiments and Sauces, Beverages]","[American, Cuban]","[sugar, water]","['sugar', 'water']",2,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ivUOri7ka-44UW8yx1WU3AHaHa%26pid%3DApi&f=1&ipt=49bc998255af9b26e62e514058da8276c3ca2fd3601a2c25300298532de110f0&ipo=images
174,Peach-Crumble-I-Adore-Food-55298,peach crumble,5.0,,[Desserts],[American],"[peaches, all-purpose flour, rolled oats, brown sugar, melted butter]","['peach', 'all purpose flmy', 'oat', 'brown sugar', 'butter']",5,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Oa1v7H_HBMY3a9MzcAuKWwHaHa%26pid%3DApi&f=1&ipt=ad91958896b1aa503e58ad7e40e280604416b5a72f3d49d0614c365d32057481&ipo=images
175,Roasted-Onions-Allrecipes,roasted onions,4.0,2400.0,[Side Dishes],[American],"[yellow onion, olive oil, salt, ground pepper, balsamic vinegar]","['yellow onion', 'olive oil', 'salt', 'pepper', 'balsamic vinegar']",5,40.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.t-atXWzsp7uE-dl89jSIJgHaKX%26pid%3DApi&f=1&ipt=14bedf2b7acb965929cf83a532bacc2afb24a64629e8e3a22e3bb731cd49cafd&ipo=images
176,Lemon-Glaze-Martha-Stewart,lemon glaze,4.0,1200.0,[Condiments and Sauces],[American],"[confectioners sugar, grated lemon zest, fresh lemon juice]","['confectioner sugar', 'lemon zest', 'lemon juice']",3,20.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.iMHmRSpAYM9adcs30F4g2AHaLG%26pid%3DApi&f=1&ipt=87cf44d975a16115ca1a3aebcd2f6e182b40885964ddef5b6c1915f4649ee03d&ipo=images
177,Spicy-Roasted-Chickpeas-Martha-Stewart-193185,spicy roasted chickpeas,4.0,1500.0,"[Appetizers, Lunch and Snacks]",[American],"[extra-virgin olive oil, chickpeas, cayenne pepper, cumin seed, coarse salt]","['extra virgin olive oil', 'chickpea', 'cayenne pepper', '', 'coarse salt']",5,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.yOLCEuLyZF7KmFGgL2F0-AHaHM%26pid%3DApi&f=1&ipt=0bf7d2b9a50f628a682561381d32e6437d630059dd081847dcf6f73eee5ed5c0&ipo=images
178,Apricot-butter-345632,apricot butter,5.0,2700.0,"[Appetizers, Condiments and Sauces]",[American],"[dried apricot, water, butter, vanilla extract, sea salt]","['apricot', 'water', 'butter', 'vanilla extract', 'sea salt']",5,45.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.GMlmsUOM5NcTVP2C5tig8AHaIt%26pid%3DApi&f=1&ipt=fc19b149bb71394a3daa5ad18215f46f7f0b03a81425a0eec47f890ce1dc03e0&ipo=images
179,Caramelized-Onions-Martha-Stewart_1,caramelized onions,4.0,4500.0,"[Appetizers, Side Dishes]",[American],"[unsalted butter, yellow onion, coarse salt, sugar]","['butter', 'yellow onion', 'coarse salt', 'sugar']",4,75.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.YNhVpUpeeW2K_vZGsAqTMgHaLG%26pid%3DApi&f=1&ipt=0f99c157a5d7b6da54319f6bd8ccb5ab04a29749232d5086e414a0f5a50a812b&ipo=images
