,id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,clean_ingredients,ingredient_count,timeMins,imageURL
180,Buttermilk-Chess-Pie-Allrecipes,buttermilk chess pie,5.0,4800.0,[Desserts],"[Southern & Soul Food, American]","[white sugar, all-purpose flour, eggs, buttermilk, melted butter, vanilla extract, unbaked pie crusts]","['white sugar', 'all purpose flmy', 'egg', 'buttermilk', 'butter', 'vanilla extract', 'pie crust']",7,80.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.sv913FY53BAXhAlrCpMs5QHaJQ%26pid%3DApi&f=1&ipt=03d0d90c448c5dd2ed15d58f1fe552a4255f7885ee953f32c0f0c3de60ab40f8&ipo=images
181,Sauteed-brussels-sprouts-with-pancetta-352453,sautéed brussels sprouts with pancetta,5.0,,[Side Dishes],[American],"[pancetta, brussels sprouts, extra-virgin olive oil, garlic, ground pepper, kosher salt]","['pancettum', 'brussel sprout', 'extra virgin olive oil', 'garlic', 'pepper', 'kosher salt']",6,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.p8NY9XYz0i5sZEpxXsiW4wHaLG%26pid%3DApi&f=1&ipt=17a8a83d35164fbd4034eff8de62f64afee048784a3aba6800ff5bdf6d94e0bb&ipo=images
182,Chocolate-Banana-Pops-Martha-Stewart-241064,chocolate banana pops,5.0,600.0,[Desserts],"[American, Kid-Friendly]","[bananas, semi-sweet chocolate morsels, sprinkles]","['banana', 'semi sweet chocolate morsel', 'sprinkle']",3,10.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP._9m9snWDBXRe3EUx830LQgHaLH%26pid%3DApi&f=1&ipt=d7d83331515a5f4d439ca68766680565deae55223b7be7d64930e944a6a8382b&ipo=images
183,Soul-Smothered-Chicken-Allrecipes,soul smothered chicken,5.0,4500.0,[Main Dishes],[American],"[butter, chicken, salt, ground black pepper, all-purpose flour, yellow onion, chopped celery, garlic, carrots, chicken broth, cayenne pepper]","['butter', 'chicken', 'salt', 'black pepper', 'all purpose flmy', 'yellow onion', 'celery', 'garlic', 'carrot', 'chicken broth', 'cayenne pepper']",11,75.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.NZv50lLREwWXc8QpTr9E-wHaDm%26pid%3DApi&f=1&ipt=06ffd9da77878dffc3d2c1028223e1e564424ec525087168c71d51c3a4de009e&ipo=images
184,Horseradish-Sauce-Allrecipes_1,horseradish sauce,4.0,300.0,[Condiments and Sauces],[American],"[sour cream, prepared horseradish, dill weed, salt]","['smy cream', 'horseradish', '', 'salt']",4,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.8FPjFGfOlCZeVmY33fnLFwHaLH%26pid%3DApi&f=1&ipt=748eacdb4938a2822878b9261b724b35a7af253f70dcacec9e21eac23c27b062&ipo=images
185,Churros-Martha-Stewart-190501,churros,4.0,2400.0,"[Lunch and Snacks, Appetizers, Desserts]","[Spanish, Southwestern, American]","[unsalted butter, granulated sugar, coarse salt, all-purpose flour, large eggs, vegetable oil, confectioners sugar, dipping sauces]","['butter', 'sugar', 'coarse salt', 'all purpose flmy', 'egg', 'vegetable oil', 'confectioner sugar', 'dipping sauce']",8,40.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.IidV0PchIWUuqRTXeqKzrwHaLI%26pid%3DApi&f=1&ipt=63db43c42d94d674f06f41881c6f6c733031edbc626379f1bd76a1bef9d10a9f&ipo=images
186,Cream-of-Broccoli-I-Adore-Food_-200803,cream of broccoli,4.0,,[Soups],[American],"[butter, onions, celery ribs, chicken broth, broccoli florets, all-purpose flour, milk, pepper, salt]","['butter', 'onion', 'celery rib', 'chicken broth', 'broccoli floret', 'all purpose flmy', 'milk', 'pepper', 'salt']",9,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.ixV9sqaAAGEEr_ZLcnBLvAHaE8%26pid%3DApi&f=1&ipt=929bf5afac2fc06fc7b9c533a5b795227d6a79a26232a219016b4a204eb2d5de&ipo=images
187,Cinnamon-Cookies-531535,cinnamon cookies,4.0,3000.0,[Desserts],[American],"[eggs, butter, cake flour, sugar, ground cinnamon]","['egg', 'butter', 'cake flmy', 'sugar', 'cinnamon']",5,50.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.gk_tDEiQYw2XBsjy4-2PeAHaLG%26pid%3DApi&f=1&ipt=e58e40d1bf6f60c816d053df5aa1770d4dfef6996dcc752507d0a2080834d8cc&ipo=images
188,Popovers-Martha-Stewart,popovers,4.0,3600.0,"[Breakfast and Brunch, Breads]",[American],"[whole milk, all-purpose flour, coarse salt, large eggs, unsalted butter]","['milk', 'all purpose flmy', 'coarse salt', 'egg', 'butter']",5,60.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.eDDTsA6tPwJlo7dA-u-vBwHaLH%26pid%3DApi&f=1&ipt=7d42020a064106aa3d760c77b25693d507de1ae32e55e171f09f41fe65622e68&ipo=images
189,Roasted-Fennel-Martha-Stewart,roasted fennel,4.0,2100.0,[Side Dishes],[American],"[fennel bulb, olive oil, coarse salt, ground pepper]","['fennel bulb', 'olive oil', 'coarse salt', 'pepper']",4,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.-JY5TqzzOicj3FCpQP6UawHaGF%26pid%3DApi&f=1&ipt=2dbbdfe06f3d04dde81892be9c9456520b934d9ab83056a46f7e7b629ea6750a&ipo=images
190,Baked-French-Toast-471780,baked french toast,5.0,3900.0,[Breakfast and Brunch],[American],"[large eggs, whipping cream, vanilla extract, ground cinnamon, french bread, salted butter]","['egg', 'whipping cream', 'vanilla extract', 'cinnamon', 'french bread', 'butter']",6,65.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.USVKUuXMwrHJfGcVMA5oogHaLH%26pid%3DApi&f=1&ipt=9f9967ff8b3b3615c73b344b3f00c641c3bdd143ea2519c7a8ea1a8c10f84c97&ipo=images
191,Roast-Chicken-MyRecipes-237621,roast chicken,4.0,5700.0,[Main Dishes],[American],"[whole chicken, kosher salt, lemon, pepper, dried rosemary, olive oil, butter]","['chicken', 'kosher salt', 'lemon', 'pepper', 'rosemary', 'olive oil', 'butter']",7,95.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.sXUJcjfIJSEE-jD9S_1IMAHaHa%26pid%3DApi&f=1&ipt=fcfcec5d0fafb23fede23daa3cfe670ea14e89655c206b064f4c40aaf063a612&ipo=images
192,Smoked-Turkey-511726,smoked turkey,5.0,16200.0,[Main Dishes],[American],"[brine, turkey, kosher salt, cracked black pepper]","['brine', 'turkey', 'kosher salt', 'black pepper']",4,270.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.SjA3WwBqBuo3RBpf6ZhngQHaE8%26pid%3DApi&f=1&ipt=07b5561be6cfb6c0d74980766512aa5359cd5b1aced1805e2a0c0f1ef36b1b96&ipo=images
193,Carne-Adovada-Allrecipes_1,carne adovada,4.0,73200.0,,"[Southwestern, American]","[new mexico red chile powder, corn starch, fresh lemon juice, water, beef roast]","['chile powder', 'corn starch', 'lemon juice', 'water', 'beef roast']",5,1220.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.66lPF0ki_M4DjO_y3uAHywHaE8%26pid%3DApi&f=1&ipt=ca7c3c7fb6950d4b40e3a395f14818737d9eb876afe57dfadf3c9a68e642ff5b&ipo=images
194,Peppermint-brownies-369318,peppermint brownies,5.0,3900.0,[Desserts],"[American, Kid-Friendly]","[scharffen berger chocolate, butter, white sugar, eggs, vanilla extract, peppermint extract, kosher salt, all-purpose flour, chocolate bars, peppermint]","['scharffen berger chocolate', 'butter', 'white sugar', 'egg', 'vanilla extract', 'peppermint extract', 'kosher salt', 'all purpose flmy', 'chocolate bar', 'peppermint']",10,65.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.AH-DmIaPxvJqQ5vafcu8DQHaLH%26pid%3DApi&f=1&ipt=1b422be3ebce813e51d037d19ddcbf68217597deef94184107e12c7495056930&ipo=images
195,Boston-Iced-Tea-Allrecipes,boston iced tea,5.0,2100.0,[Beverages],"[American, Kid-Friendly]","[water, white sugar, tea bags, frozen cranberry juice concentrate]","['water', 'white sugar', 'tea bag', 'cranberry juice concentrate']",4,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.EtWHQGmsXmVdV3bcMdEl1QAAAA%26pid%3DApi&f=1&ipt=a177df8634577cfba78b80d64b051188411a6685489ca88b62277ebf75f3fcfe&ipo=images
196,Mashed-Potato-Casserole-461504,mashed potato casserole,3.0,3900.0,[Side Dishes],[American],"[potatoes, salt, butter, daisy sour cream, sharp cheddar cheese, fresh chives, french fried onions, bacon pieces]","['potato', 'salt', 'butter', 'daisy smy cream', 'dar cheese', 'chive', 'onion', 'bacon piece']",8,65.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.-58BT0_HVw1VSrGeake9EQHaJQ%26pid%3DApi&f=1&ipt=9e4066563492632d51e8997e5599f9a1f8d670edc2c53ff081cbc472a734ea1b&ipo=images
197,Cranberry-Port-Sauce-1374386,cranberry port sauce,3.0,1800.0,[Condiments and Sauces],[American],"[fruit, frozen cranberries, grated orange peel, orange juice, sugar, port]","['fruit', 'cranberry', 'orange peel', 'orange juice', 'sugar', 'port']",6,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.QYMC7Npn0qbqbQCm_vFzMQHaHa%26pid%3DApi&f=1&ipt=926adda251b4cb04f086f8499ccfd05ab225e586b66223268b0a34e586dca905&ipo=images
198,Cream_Cheese-Pound-Cakes-Martha-Stewart,cream-cheese pound cakes,4.0,6300.0,[Desserts],[American],"[unsalted butter, cream cheese, sugar, large eggs, vanilla extract, all-purpose flour, salt, nonstick spray]","['butter', 'cream cheese', 'sugar', 'egg', 'vanilla extract', 'all purpose flmy', 'salt', 'nonstick spray']",8,105.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.BNbpF1erm7Wnsei6-BIblgHaKj%26pid%3DApi&f=1&ipt=ccb0f0a8af29c9e90c8a38a4d6bfcc0828aaec311b264155d8cf03adaef51ec4&ipo=images
199,Maple-Pecan-Oatmeal-469994,maple pecan oatmeal,4.0,1800.0,[Breakfast and Brunch],[American],"[old-fashioned oats, milk, vanilla, ground flaxseed, brown sugar, maple syrup, cinnamon, chopped pecans]","['oat', 'milk', 'vanilla', '', 'brown sugar', 'maple syrup', 'cinnamon', 'pecan']",8,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Sfy5NxKHvTbtjV5bbnE38QHaLH%26pid%3DApi&f=1&ipt=eb025f355859c76981132bf1d7ab1ec6e5c6f80e9743a5bd525fb46992ac3281&ipo=images
200,Honey-and-Balsamic-Onions-Chicken-Skillet-475715,honey and balsamic-onions chicken skillet,4.0,1800.0,[Main Dishes],"[American, Kid-Friendly]","[extra-virgin olive oil, sweet onion, balsamic vinegar, chicken breasts, garlic salt, pepper, chicken broth, honey]","['extra virgin olive oil', 'sweet onion', 'balsamic vinegar', 'chicken breast', 'garlic salt', 'pepper', 'chicken broth', 'honey']",8,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.QyamUjUepJXKMXEwA_843wHaLC%26pid%3DApi&f=1&ipt=c13e8ebbf6a5b513492a4333c300fa3502440b1c311b52c5b80654a491935462&ipo=images
201,Dynamite-Sauce-Allrecipes,dynamite sauce,5.0,300.0,[Condiments and Sauces],[American],"[mayonnaise, sugar, garlic chili sauce]","['mayonnaise', 'sugar', 'garlic chili sauce']",3,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.e0A3OaAeSBCml26dRTxlzwHaEK%26pid%3DApi&f=1&ipt=72f7f5aa8aedc3332b26004e429e84195f390110decec56884523c6a10ba317b&ipo=images
202,Oven-roasted-root-vegetables-298346,oven-roasted root vegetables,4.0,3000.0,[Side Dishes],[American],"[best foods mayonnaise dressing with extra virgin olive oil, assorted fresh vegetables, garlic, fresh rosemary, ground black pepper]","['best food mayonnaise dressing extra virgin olive oil', 'vegetable', 'garlic', 'rosemary', 'black pepper']",5,50.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.haXH-i68hqlYh9UrNsmw7gHaKX%26pid%3DApi&f=1&ipt=32fdcd78ac84b2a17c1a2dcc1d8ca05696d95f3f3eb17ad5b5fa924d90b01b58&ipo=images
203,Cantaloupe-salsa-305507,cantaloupe salsa,5.0,1200.0,"[Appetizers, Condiments and Sauces]",[American],"[cantaloupe, sweet onion, fresh basil, green chile, fresh lime juice, salt]","['cantaloupe', 'sweet onion', 'basil', 'chile', 'lime juice', 'salt']",6,20.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.j0R1Fcd0Af4KKvhD-gp0JgHaJQ%26pid%3DApi&f=1&ipt=e4b1f34f48aa1ad1862c00f37fe7313e75d3ac33665fcec02e177c5f8923df54&ipo=images
204,The-Best-Corn-Bread-You_ll-Ever-Eat-Allrecipes,the best corn bread you'll ever eat,4.0,2100.0,[Breads],[American],"[eggs, milk, vegetable oil, cornmeal, cream style corn, sour cream]","['egg', 'milk', 'vegetable oil', 'cornmeal', 'cream style corn', 'smy cream']",6,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.axVGkM7bQPYdiBoXDWfoHQHaHa%26pid%3DApi&f=1&ipt=ec3bd9c2292df90b68ab782aeb88dd4044de51aecaffe1a4e027c02d02fa429f&ipo=images
205,Scallion-mashed-potatoes-334882,scallion mashed potatoes,5.0,1800.0,[Side Dishes],[American],"[yukon gold potatoes, green onions, almond milk, extra-virgin olive oil, salt, black pepper]","['yukon gold potato', 'onion', 'almond milk', 'extra virgin olive oil', 'salt', 'black pepper']",6,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.2jQ6wR86NnYIa3vKaT-9SAHaKe%26pid%3DApi&f=1&ipt=80c37940699957b5efc8b48dfde91a80d3cef3ba70c38e201d33c622ade402f6&ipo=images
206,Collards-With-Red-Onions-1375809,collards with red onions,3.0,6000.0,[],[Southern & Soul Food],"[collard greens, purple onion, vegetable oil, vegetable broth, cider vinegar, dark brown sugar, salt, crushed red pepper]","['collard', 'purple onion', 'vegetable oil', 'vegetable broth', 'cider vinegar', 'dark brown sugar', 'salt', 'pepper']",8,100.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.nAcI7NadL0dvmzJ4QXFBqAHaEK%26pid%3DApi&f=1&ipt=98ef67351f50e5aafd4afe52d9b93b65daec3709c6f21581a55b7dcf27554df4&ipo=images
207,Easy-jambalaya-296488,easy jambalaya,4.0,1200.0,[Main Dishes],"[American, Cajun & Creole, Southern & Soul Food]","[sweet italian sausag links, cut into, green bell pepper, knorr cajun side   red bean & rice, water, celery, onion powder]","['sweet italian sausag link', 'cut', 'bell pepper', 'bean rice', 'water', 'celery', 'onion powder']",7,20.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Eg9iL5YMjK6ajapZL9zVYwHaHa%26pid%3DApi&f=1&ipt=2f4daebc2cee227ab0f7b8136c823a7822262865764aee03f08848e2ed594577&ipo=images
208,California-Roll-480549,california roll,4.0,4500.0,"[Appetizers, Main Dishes]","[American, Asian]","[sushi rice, avocado, crabmeat, seeds, nori, toasted sesame seeds, wasabi, soy sauce]","['sushi rice', 'avocado', 'crabmeat', '', 'norus', '', 'wasabi', 'soy sauce']",8,75.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.MVWy3EMWga0kOaIzZvTVpAHaE8%26pid%3DApi&f=1&ipt=be34185d702c7daee374246c2d9e8893ea5e0ec9d3870d082bfea8a8c39c3ecb&ipo=images
209,Kale-Chips-Martha-Stewart-239499,kale chips,5.0,1500.0,[Lunch and Snacks],[American],"[kale, extra-virgin olive oil, coarse salt]","['kale', 'extra virgin olive oil', 'coarse salt']",3,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.utsEZ1ZXFPX_t0C4LB7R8AHaFj%26pid%3DApi&f=1&ipt=2a37106614b408fce9a474546bf25b9d1eb691956791f9f854175507fbe3b15d&ipo=images
210,Croutons-Martha-Stewart-196379,croutons,3.0,1500.0,"[Lunch and Snacks, Breads]",[American],"[butter, sourdough bread, freshly ground pepper, coarse salt]","['butter', 'sourdough bread', 'pepper', 'coarse salt']",4,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.XpYRvSu2R-C3eX9MGYamkQHaLG%26pid%3DApi&f=1&ipt=8b98df2f8a7b3189b7159d1137404ef8d7ced8dd6d30087b9f8327d4e0d28c18&ipo=images
211,Chocolate-Pudding-Cake-Martha-Stewart,chocolate pudding cake,4.0,3300.0,[Desserts],[American],"[butter, granulated sugar, large eggs, semisweet chocolate, salt, confectioners sugar]","['butter', 'sugar', 'egg', 'semisweet chocolate', 'salt', 'confectioner sugar']",6,55.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.z3SJ2nCCYSaw18hf0D-hjAHaHa%26pid%3DApi&f=1&ipt=547ec8f7a3f6f22353357a440ad5e51e486a7c39d46ac9a0c4f5ed014dbd8fa4&ipo=images
212,Easy-Gravy-Allrecipes,easy gravy,4.0,1500.0,[Condiments and Sauces],[American],"[margarine, all-purpose flour, vegetable broth, miso paste, warm water, soy sauce, onion powder]","['margarine', 'all purpose flmy', 'vegetable broth', 'miso paste', 'warm water', 'soy sauce', 'onion powder']",7,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.icwdQKOwkY5dvA8jD1fppgHaKX%26pid%3DApi&f=1&ipt=ab5c643e3e5fb8c03d67bad9f5b047679b62bc09666b9845e9a85ae5200a21e3&ipo=images
213,Chocolate-Thumbprints-482304,chocolate thumbprints,4.0,1800.0,"[Desserts, Lunch and Snacks]",[American],"[unsalted butter, confectioners sugar, salt, vanilla extract, all-purpose flour, semisweet chocolate, corn syrup]","['butter', 'confectioner sugar', 'salt', 'vanilla extract', 'all purpose flmy', 'semisweet chocolate', 'corn syrup']",7,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.XZdEojW4xrhtydgWa3xJwwHaLH%26pid%3DApi&f=1&ipt=61485c4934b472c05b74e05514936b574276c5b79a421f5575cebca2bb5ca89f&ipo=images
214,Honey-Limeade-Allrecipes,honey limeade,5.0,900.0,[Beverages],[American],"[lime juice, water, white sugar, honey]","['lime juice', 'water', 'white sugar', 'honey']",4,15.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.YZw8Hcks-14efaxH1UPB6AHaL2%26pid%3DApi&f=1&ipt=844ee8af2abbf7c6a06e843157ef2a897dc4b049f4d6a2c207984739e4567060&ipo=images
215,Amazing-Ribs-Allrecipes,amazing ribs,5.0,18600.0,[Main Dishes],"[Southwestern, American]","[pork baby back ribs, black pepper, salt, crushed red pepper, barbecue sauce, beer]","['pork baby rib', 'black pepper', 'salt', 'pepper', 'barbecue sauce', 'beer']",6,310.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.hiNPSpMaWpAr-iZ16mMRNAHaHa%26pid%3DApi&f=1&ipt=58a570e98eab91cf29d691e330e70df8de01737c53fd21eecec724ab6b3e3ba2&ipo=images
216,Homemade-Chocolate-Almond-Butter-532146,homemade chocolate almond butter,4.0,600.0,[Desserts],[American],"[almonds, semi-sweet chocolate morsels, sugar, sea salt]","['almond', 'semi sweet chocolate morsel', 'sugar', 'sea salt']",4,10.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.c4BomOTZsM9DNuVK6qxz1AHaLH%26pid%3DApi&f=1&ipt=f0f47766f437ce43cccd2d2d877ac287e7fdd9c8d139093f6695fa6906dedf52&ipo=images
217,Baked-potato-soup-299585,baked potato soup,3.0,1500.0,"[Lunch and Snacks, Soups]","[American, Irish]","[country crock® spread, baking potatoes, onions, milk, chicken broth, shredded cheddar cheese]","['country crock spread', 'baking potato', 'onion', 'milk', 'chicken broth', 'dar cheese']",6,25.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.prec7aBnn03-nffpqnefUwHaNK%26pid%3DApi&f=1&ipt=692ea3a58109f81e4df7839af77952101df587d293d245cc2a4a7c648da99a57&ipo=images
218,Cook-the-Book_-Chili-Con-Queso-Serious-Eats-45801,chili con queso,5.0,2100.0,[Appetizers],"[Southwestern, American]","[unsalted butter, yellow onion, serrano chile, chiles, garlic, all-purpose flour, whole milk, chopped cilantro, diced tomatoes, cheddar cheese, grated jack cheese, sour cream, salt, tortilla chips]","['butter', 'yellow onion', 'serrano chile', 'chile', 'garlic', 'all purpose flmy', 'milk', 'cilantro', 'tomato', 'dar cheese', 'jack cheese', 'smy cream', 'salt', 'tortilla chip']",14,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.NGjMQ8SVc8mpiZKFjgPoqwHaHa%26pid%3DApi&f=1&ipt=855f814e3a64316ae111fe3cd676cc7c7fd54a6e884ce0abc75467c6db77dfd0&ipo=images
219,Chopped-Apple-Salad-513350,chopped apple salad,5.0,1800.0,"[Lunch and Snacks, Salads]",[American],"[granny smith apples, baby spinach, belgian endive, chopped walnuts, blue cheese, red wine vinegar, dijon mustard, honey, extra-virgin olive oil, pomegranate molasses]","['granny smith apple', 'baby spinach', 'belgian endive', 'walnut', 'blue cheese', 'wine vinegar', 'dijon mustard', 'honey', 'extra virgin olive oil', 'pomegranate molass']",10,30.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.sJiO6ohnE5RhPTQ_2d4UdQHaFD%26pid%3DApi&f=1&ipt=cb94a06a7c0234f90537ac272839a896720125082d73e34e9ed576531fe007cb&ipo=images
220,Sweet-Potato-and-Quinoa-Salad-Naturally-Ella-46314,sweet potato and quinoa salad,5.0,3900.0,"[Side Dishes, Salads]",[American],"[sweet potatoes, quinoa, water, fresh basil, olive oil, feta cheese, pepper, salt]","['sweet potato', 'quinoa', 'water', 'basil', 'olive oil', 'fetum cheese', 'pepper', 'salt']",8,65.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.REevVu8Khk7cNiY-TwAkrQHaLG%26pid%3DApi&f=1&ipt=80dc56493f2527a26fa5054a6df322d71af4468f0d37ff66a4fb554e66de5dab&ipo=images
221,Apple-Dumplings-The-Pioneer-Woman-41443,apple dumplings,5.0,,[Desserts],[American],"[granny smith apples, crescent rolls, butter, sugar, vanilla, cinnamon, mountain dew soda]","['granny smith apple', 'crescent roll', 'butter', 'sugar', 'vanilla', 'cinnamon', 'mountain dew soda']",7,,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.9tUIA4fq_PJ82dgedNhrsAHaLH%26pid%3DApi&f=1&ipt=1754297450a7a29ae31a754769e4861e1aa6fc079eb9e5f84ee882a877425af6&ipo=images
222,Asian-slaw-297877,asian slaw,4.0,300.0,"[Salads, Side Dishes]","[American, Asian]","[hellmann' or best food real mayonnais, lime juice, sugar, salt, ground ginger, slaw mix, chopped cilantro fresh]","['hellmann best food real mayonnai', 'lime juice', 'sugar', 'salt', 'ginger', 'slaw mix', 'cilantro']",7,5.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.wTCAFzDcx_TGPNBwaUtfBgHaLH%26pid%3DApi&f=1&ipt=d4f3c1c6edf583dc1f210c20f31a4d2ad8d9c41f25a3d2486e4554ffe85943c8&ipo=images
223,Bacon-cheeseburger-dip-297605,bacon cheeseburger dip,4.0,1260.0,[Appetizers],[American],"[ground beef, shredded cheddar cheese, hellmann' or best food real mayonnais, sour cream, tomatoes, bacon, crisp-cooked and crumbled, purple onion]","['beef', 'dar cheese', 'hellmann best food real mayonnai', 'smy cream', 'tomato', 'bacon', '', 'purple onion']",8,21.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP._4JiNLN7eN6re8pEuQpK_wHaJh%26pid%3DApi&f=1&ipt=f33cb93452bd478e6b6161ecfaf87f09a46516df2b0cf56b1509a6758a8aa96b&ipo=images
224,Composed-cobb-salad-303204,composed cobb salad,4.0,900.0,[Salads],[American],"[torn romain lettuc leav, tomatoes, turkey, avocado, cook egg hard, blue cheese, bacon, crisp-cooked and crumbled, salad]","['torn romain lettuc leav', 'tomato', 'turkey', 'avocado', 'cook egg hard', 'blue cheese', 'bacon', '', 'salad']",9,15.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.IpQrqi60NAWqKMshfEmSnwHaLH%26pid%3DApi&f=1&ipt=52d6c0fe60649c3473f9f96cd400f5cca90425d3ed222d1b3a135e3d7ed03045&ipo=images
225,Southern-Mashed-Potatoes-638619,southern mashed potatoes,4.0,2100.0,[Side Dishes],[American],"[potatoes, milk, salt, pepper, mayonnaise, butter]","['potato', 'milk', 'salt', 'pepper', 'mayonnaise', 'butter']",6,35.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.EpcF4GFpOsXvlrhrIw0VJAHaLH%26pid%3DApi&f=1&ipt=9d382c5fa1196487d795b45879dd181867602839813be9d6226c41b2af4cd073&ipo=images
226,Rainbow-Layer-Cake-Serious-Eats-45795,rainbow layer cake,5.0,6300.0,"[Afternoon Tea, Desserts]",[American],"[vanilla, unsalted butter, confectioners sugar, heavy cream, vanilla extract]","['vanilla', 'butter', 'confectioner sugar', 'heavy cream', 'vanilla extract']",5,105.0,duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.UOwUKX91ksZay6RCh_QzWgHaHa%26pid%3DApi&f=1&ipt=dad1711db22f2a2334f522bce82dfa291497a958dc6141cacf1c621360322a0b&ipo=images
